,index,GradCAM_mean,GradATT_mean,ATMAN_mean,chefer_mean,rand_mean,GradCAM_mask,GradATT_mask,ATMAN_mask,chefer_mask,rand_mask,GradCAM_std,GradATT_std,ATMAN_std,chefer_std,rand_std
249,249,0.877299726,3.488784075,1.309185266,1.16900444,1.333487153,0.313476563,0.267205983,0.448242188,0.327221274,0.488857418,0.349638462,2.573714495,0.615815163,0.48935166,0.639548957
250,250,1.107589602,1.617058396,1.242026687,0.475277334,0.509392858,0.433105469,0.429666609,0.504394531,0.569509923,0.503337264,1.116653204,1.303486586,0.57735461,0.355427414,0.441779017
251,251,1.811637759,3.424414873,1.827370286,4.135653973,3.026438951,0.560546875,0.470083833,0.44140625,0.444526047,0.503307402,0.858427227,1.827883601,0.799180686,1.325089693,1.422137499
252,252,1.69837594,3.143068075,1.405909896,1.202585697,1.621235847,0.319824219,0.470986813,0.480957031,0.579286814,0.499178201,0.908680379,3.229130745,0.53492707,0.590534329,1.023859859
253,253,0.428153962,0.750263512,0.200374946,0.193303302,0.281196356,0.536621094,0.477003366,0.480957031,0.534931362,0.494568855,0.361478209,0.754325449,0.072808564,0.07824257,0.083820336
254,254,2.455446243,2.293835878,0.604957759,0.424148083,2.286645889,0.329345703,0.335986406,0.554199219,0.390370399,0.497846484,2.051115274,1.299909949,0.627492785,0.598860204,1.634307742
255,255,1.32998848,2.08216095,1.300880432,1.494835615,2.303500175,0.446044922,0.380486369,0.619140625,0.525435507,0.505531609,0.497382969,1.248552203,0.791115999,0.632132053,0.859457493
256,256,0.419692576,1.000626206,1.682313323,2.613711119,0.626914918,0.4453125,0.478633255,0.397949219,0.49220258,0.493923873,0.058507405,1.511182904,2.214901686,2.413415432,0.418727905
257,257,0.245125726,0.382996529,0.229304895,0.250386417,0.305725157,0.498291016,0.487753391,0.513671875,0.433084846,0.49782607,0.128898665,0.2855272,0.093456335,0.123237431,0.159517646
258,258,3.053771734,4.560985565,2.816233158,4.130749702,3.161304474,0.163452148,0.147189826,0.696289063,0.195817709,0.495042026,0.84624368,1.045001268,0.396648914,1.959973216,1.514354706
259,259,2.068835735,2.342210054,3.548521042,2.316808701,2.57761097,0.461181641,0.428183675,0.608886719,0.427824497,0.498176932,0.800809085,1.84810102,2.389181852,1.857476592,1.22936213
260,260,0.929649949,0.776921034,0.940429509,0.901278675,0.78441143,0.454101563,0.419539899,0.459472656,0.527600884,0.506531,0.604555905,0.67295891,0.237985954,0.353535831,0.740745187
261,261,1.817052484,1.511692405,1.373821616,1.796250224,1.084160447,0.426757813,0.42431879,0.587890625,0.464082241,0.503068864,0.947021127,0.105723023,1.226118445,0.591085851,0.258872151
262,262,1.867267609,3.100517035,3.613494158,3.530591726,2.197502851,0.457275391,0.456971526,0.641601563,0.402817935,0.49671489,1.928473234,1.223864317,0.391958952,2.144054413,2.539207935
263,263,0.988894463,1.799836755,1.430132985,0.973592758,2.704442739,0.530761719,0.406913757,0.525390625,0.681655347,0.504840195,0.991495728,1.387175679,2.371189833,0.765659809,2.143395901
264,264,0.872892201,2.830581188,6.34924984,0.003307839,0.228541046,0.386474609,0.321024537,0.706054688,0.376525462,0.502217531,1.944992542,3.577934742,0.334455937,0.002983293,0.360445172
265,265,4.323838711,3.919764042,6.572818279,5.106460571,3.566921949,0.349121094,0.398112595,0.493652344,0.387195677,0.50629884,1.214023113,0.594148397,1.667365313,2.214344263,1.618069768
266,266,5.124259949,7.04763031,0.059601355,3.159107924,0.146893248,0.272460938,0.240831003,0.347900391,0.319892496,0.501203716,4.337603092,1.535545826,0.032608964,2.038114786,0.149927646
267,267,1.648449779,2.982920408,3.444057465,0.525315464,3.541119099,0.382568359,0.498814434,0.620117188,0.57737267,0.501918852,1.690538168,1.979409933,3.204931498,0.135111377,2.015589952
268,268,2.646437407,2.424535751,2.220328093,4.040598869,2.475180387,0.268554688,0.299836218,0.433349609,0.376037568,0.498948663,1.583961368,1.459912181,1.554392457,1.885555148,1.168519855
269,269,1.407783508,1.590477228,1.21097219,1.239301682,1.204388618,0.514648438,0.507715464,0.598144531,0.471001804,0.501459777,0.662740529,0.706459641,1.202036738,0.57633996,1.450877309
270,270,1.929540992,2.122014999,2.127190828,2.151444674,2.096456766,0.481445313,0.464501262,0.709960938,0.416261941,0.491358578,0.440687507,0.924111664,0.359046727,1.300284147,0.30138877
271,271,4.211720467,5.088979244,1.522216082,4.107738018,5.550276756,0.372558594,0.330367893,0.469482422,0.357111394,0.491841078,1.835339665,0.662214935,1.974532843,1.51840508,3.09172821
272,272,0.083204642,2.134479523,1.686264038,1.10086906,1.972197771,0.508300781,0.474041253,0.540527344,0.388500065,0.499186128,0.087260142,2.842640162,2.353526354,2.382558107,3.50152874
273,273,1.462437272,1.329562545,1.722769141,1.470110178,1.707919002,0.523925781,0.455036998,0.551757813,0.464379787,0.507214248,0.8149243,0.890198708,1.8937186,0.918682456,0.691400588
274,274,0.455299348,0.509338796,1.532687783,0.313726574,0.71583885,0.385742188,0.38448891,0.534667969,0.461073548,0.50702852,0.228691459,0.26679042,1.518457413,0.197186083,0.545395374
275,275,0.688120842,2.256271839,0.911761463,0.680502117,1.788035274,0.548828125,0.455916852,0.348144531,0.573742867,0.490910679,0.253384918,1.770158648,0.586641729,0.794941723,2.088596582
276,276,2.263308048,1.217360377,1.394711375,2.014721394,1.443016887,0.406982422,0.394382715,0.479736328,0.45822981,0.497484148,0.980260968,0.923325777,0.592272282,1.111010432,0.803070247
277,277,3.417770863,2.981836081,3.387963533,2.692666769,2.297508001,0.355712891,0.308003306,0.65625,0.364263028,0.505374849,0.897545516,1.168758988,1.590269089,0.480105877,0.845686853
278,278,0.4247922,0.665385902,0.690154016,0.331267446,0.302005768,0.446533203,0.468220115,0.580566406,0.433342099,0.492747128,0.178426087,0.2863774,0.81733495,0.157347232,0.114189468
279,279,0.136130974,1.294425726,2.60371089,1.24786067,0.078257851,0.453613281,0.409768343,0.568359375,0.461274058,0.508182526,0.194697499,2.774443388,2.841976643,1.97132504,0.096441768
280,280,1.628094912,3.303823233,3.371862173,1.055435181,1.546104908,0.464599609,0.458333731,0.622070313,0.475077182,0.492000759,0.782624006,2.269293785,1.812018633,0.58508563,1.203534722
281,281,2.380748749,1.125908136,1.086762667,1.670678735,2.028573751,0.374023438,0.327108085,0.568359375,0.467223674,0.505394876,2.588284016,0.53227514,0.523814559,0.802080631,1.599921465
282,282,2.553851604,2.854401827,1.759729028,2.509932041,1.897196651,0.24597168,0.226693764,0.533203125,0.276611149,0.496311665,1.221748233,1.732337594,1.472577453,0.47902441,0.74101311
283,283,0.698859572,0.736676335,2.00632906,0.649342835,1.518264174,0.333740234,0.336513937,0.442626953,0.401339293,0.49893108,1.257459521,0.854810059,1.631814003,0.723315537,2.850822926
284,284,3.646643877,4.46016264,7.519337654,2.838629246,3.735075474,0.651855469,0.598953545,0.324707031,0.540306032,0.498532325,1.306408286,1.195950747,2.320339441,1.203742027,0.253026098
285,285,0.13230823,2.254879475,2.614040613,0.069475882,3.646517277,0.489990234,0.419308424,0.546875,0.573780656,0.499119818,0.256996334,5.018870831,2.266953945,0.139431909,2.407568932
286,286,1.981750369,1.974698305,2.012556791,0.878266454,0.814450443,0.371337891,0.352873951,0.497314453,0.452869564,0.50369662,1.703623891,1.421298027,1.466656566,0.35569635,0.388157636
287,287,1.137967348,0.587283432,0.586921871,0.763371527,0.683407605,0.6015625,0.507647574,0.509765625,0.663642645,0.503171623,0.828329623,0.286949933,0.150106013,0.252125174,0.248773292
288,288,0.987253785,0.211865574,0.675624967,1.010810852,0.174638152,0.671875,0.661089301,0.4921875,0.544415176,0.493584692,1.239854455,0.088371255,0.739770949,1.640117645,0.135898992
289,289,1.589113355,1.323375583,1.582680106,1.480089068,1.686014056,0.592285156,0.57165736,0.495361328,0.507909298,0.503232896,0.435769975,0.643989086,0.443574071,0.534831703,0.772301614
290,290,0.504146755,1.002153039,1.133085608,0.477196515,0.574744999,0.587402344,0.501673698,0.630859375,0.653713644,0.502565026,0.063911557,0.785402358,1.222289205,0.188819379,0.117492072
291,291,3.208513975,3.193795919,3.264596701,3.429087877,4.902400494,0.462402344,0.467035234,0.457275391,0.492463768,0.500306308,1.009207129,0.824563086,0.955508053,1.310047984,1.317198396
292,292,0.904351056,1.946266174,1.161200762,0.902419686,1.087692142,0.498779297,0.399128199,0.623046875,0.430462748,0.485972375,0.12353649,1.472746015,0.504297316,0.270630002,0.616928577
293,293,2.609010458,2.549039364,3.388448477,3.020151615,2.166721106,0.540527344,0.428372681,0.270996094,0.544003904,0.507461488,1.848992944,0.642876923,1.52144742,2.084681273,0.81046772
294,294,1.907061815,2.918438673,1.157880187,1.685519099,1.310402632,0.316894531,0.313458383,0.445556641,0.319342643,0.495584667,0.634202719,1.518508077,0.862276852,1.081370115,1.005103588
295,295,1.398284554,2.921133041,2.282640696,1.933927178,1.136265755,0.481933594,0.487148374,0.534179688,0.491927713,0.507007062,0.868100941,1.305281162,1.315908194,0.49267292,0.52633673
296,296,0.844185531,0.770252645,0.807110727,0.794774711,1.127951503,0.476074219,0.458595276,0.472167969,0.580574811,0.498209089,0.413395762,0.21542795,0.153527424,0.422181398,0.66205585
297,297,3.169802904,1.760214448,0.419229835,1.188520074,1.981340051,0.344238281,0.35748595,0.567382813,0.428875268,0.500244737,1.510890245,1.259078145,0.120685153,1.183802485,2.079269648
298,298,5.755453587,3.91279006,6.649796963,4.453076363,4.75380373,0.428222656,0.499346673,0.393066406,0.385634094,0.486868292,3.493663073,3.905544043,1.452653408,3.77854991,4.222020149
299,299,3.387501478,3.361108541,0.863328397,3.07398963,0.257363945,0.565429688,0.600484788,0.467773438,0.475762516,0.494387746,2.75414753,2.551957846,0.91881758,2.248242378,0.270271391
300,300,1.418418288,0.64531213,0.342706203,0.503396988,0.136251733,0.267578125,0.401385158,0.526367188,0.384029865,0.486886501,1.339340687,0.741568923,0.426562399,0.777384758,0.126106873
301,301,0.61842078,0.447078437,0.32465449,0.22429052,0.772217214,0.518554688,0.40523994,0.412841797,0.489169657,0.500677884,1.034973741,0.683908582,0.356139511,0.100371063,0.799647033
302,302,2.466707945,2.439088106,3.61555481,1.751531601,1.938053966,0.5078125,0.600189626,0.543457031,0.527973235,0.503486931,0.963221371,0.71442318,3.412976742,0.729551435,0.57780081
303,303,1.710221171,2.796240091,2.670955181,2.637079954,3.126688004,0.330322266,0.284593135,0.668457031,0.337209851,0.501729906,1.23009479,1.38035357,1.743043303,0.337714881,1.170893908
304,304,1.145323992,1.894665599,1.534106493,1.628234148,1.437761664,0.485839844,0.479593515,0.495605469,0.416691124,0.506734133,0.785808384,0.114607237,0.547715783,0.607479095,0.61132133
305,305,0.42153421,0.443900824,2.286502838,0.806510866,0.766573429,0.273193359,0.366581053,0.486328125,0.302546203,0.502752244,0.343450487,0.256774008,1.204300642,0.647561967,0.988074124
306,306,0.384509385,6.594082832,6.743556499,0.085187055,0.87871933,0.444824219,0.345631331,0.559570313,0.387530804,0.492788821,0.346231759,3.40806818,3.020756721,0.087657101,1.813356042
307,307,2.878654242,3.635612488,2.824399471,2.279137135,3.563727617,0.326171875,0.330083519,0.504394531,0.404195875,0.497852504,1.815176845,1.743485808,1.395717502,0.37518391,0.775615096
308,308,0.577328265,1.396837831,1.17732811,0.715763986,1.683987856,0.545410156,0.466212362,0.379394531,0.4881365,0.495746821,0.647940218,0.918729544,0.186476424,0.58562243,2.011757851
309,309,0.595591009,1.733152032,2.370281935,2.404484272,2.976874113,0.606445313,0.5473966,0.4296875,0.657791972,0.509824157,0.230032757,1.095973492,2.267151594,2.741363049,4.39271307
310,310,1.217900038,2.453736305,0.874112308,0.162350327,0.443949223,0.461181641,0.356857836,0.453369141,0.473092437,0.498033553,2.092188358,2.287312746,1.247822881,0.142731503,0.326660693
311,311,0.834111631,1.263574719,0.571636021,0.644962609,1.900972247,0.443603516,0.429800421,0.476074219,0.56425941,0.496008843,0.383587092,0.725776196,0.303310424,0.175250545,2.406447887
312,312,3.840267897,3.50564003,1.547365308,3.356199026,1.564769149,0.271240234,0.312644303,0.44140625,0.302406758,0.497809023,1.573856235,1.576985359,0.452327847,2.483172894,1.524578094
313,313,5.951776028,6.32716608,2.637837648,5.118877888,1.898101091,0.458251953,0.388960421,0.350830078,0.418007016,0.494196504,3.239097834,1.177891612,2.163841009,4.197328568,2.193667173
314,314,0.4086968,0.628245533,0.458749264,0.958391786,0.550308704,0.317138672,0.282785863,0.604492188,0.31759432,0.49633339,0.329136491,0.335461617,0.321341664,0.533710122,0.40533337
315,315,4.717909813,4.346703053,4.806114197,6.243179798,5.387567043,0.421386719,0.406424165,0.481201172,0.450324357,0.505719125,2.532655478,0.798570752,0.826746941,2.247727633,1.12934351
316,316,0.299019009,0.44299373,0.194021061,0.260062456,0.413121611,0.494873047,0.482985735,0.493164063,0.580878377,0.502588928,0.03377657,0.298622966,0.068167083,0.077436835,0.351425707
317,317,0.102464139,0.033536006,0.096687697,0.218435794,0.396739513,0.288574219,0.357679278,0.543945313,0.491718799,0.49423632,0.096374102,0.01670086,0.108589731,0.404513419,0.550569355
318,318,1.697636604,1.908372164,1.438870788,2.193547249,1.663958788,0.456787109,0.419703782,0.51171875,0.440685064,0.506924272,1.166335702,2.295405388,1.237461209,1.852695107,1.813373446
319,319,1.298238754,2.913575411,2.34528923,0.747621179,1.862098694,0.26953125,0.363953859,0.523925781,0.474166691,0.499704838,1.579657316,2.102085829,1.675756335,0.662652254,2.25567174
320,320,2.455245733,1.933831811,2.062115192,2.818506956,2.739203691,0.55859375,0.413340092,0.418212891,0.550933957,0.499376953,1.816228628,0.609456718,0.838506639,1.715885758,1.97014606
321,321,0.03258827,1.145915389,3.101532698,0.156451672,2.013450384,0.357910156,0.330913872,0.505859375,0.382072896,0.495651037,0.032470562,0.960560977,2.612379551,0.194015026,2.175813913
322,322,3.947640657,3.837259769,3.316502094,2.487408876,2.613445997,0.54296875,0.476639032,0.481933594,0.474529535,0.491537094,0.978920996,0.459619731,0.704782784,0.828972101,1.201909423
323,323,1.976800561,2.452253103,0.866125047,1.124134898,1.161275864,0.499511719,0.47701323,0.458496094,0.467452705,0.486187547,2.321130753,3.091702223,0.265991956,0.421032459,0.349301189
324,324,1.731731653,1.527202249,1.134307504,0.637821615,0.946791828,0.449707031,0.364466459,0.513671875,0.506698787,0.507777989,0.493679404,1.339599848,0.449061364,0.149033695,0.347298145
325,325,1.945468545,1.642518044,1.801993966,1.561106682,1.429691315,0.308349609,0.28747955,0.803222656,0.331182718,0.498143852,0.751215994,0.137930676,0.961816847,0.954537749,1.16492486
326,326,1.919357657,2.098854065,1.279788852,2.016837358,1.985149026,0.304443359,0.322496474,0.711425781,0.405621409,0.502533317,0.759434164,0.500913501,0.513483167,0.888783038,0.972487509
327,327,1.044945598,0.74474138,1.238227844,1.148808718,1.256410003,0.599609375,0.528407753,0.440429688,0.64477843,0.501608849,0.627625525,0.255065054,0.770786583,0.435843915,1.530233979
328,328,2.749959946,2.556471586,0.810947418,2.616795778,2.296141148,0.348144531,0.379987925,0.505371094,0.341464937,0.498333991,2.021829128,1.128305793,0.848789513,0.592371047,1.575186014
329,329,2.235863686,2.291482687,1.910604835,1.450794578,2.739698648,0.341796875,0.30170241,0.562011719,0.318145007,0.495837748,0.719525516,1.172336221,1.490348101,1.096726179,2.403423786
330,330,0.872608662,1.82776773,0.549472034,1.928766847,0.977069676,0.426269531,0.413183063,0.5390625,0.487526894,0.504219055,0.736970067,1.610153317,0.376856685,1.582762122,1.320969105
331,331,2.127397299,2.524037123,3.386965275,2.684409142,1.825760722,0.541015625,0.42925176,0.652832031,0.58466959,0.49895677,1.64663136,0.909537911,0.425555795,0.723719418,0.493926436
332,332,2.047625303,2.4168396,2.868243456,2.402464628,2.11166501,0.394042969,0.390140116,0.471679688,0.406832069,0.496042877,0.637057066,1.27125597,0.777239323,0.320960492,2.038309097
333,333,1.253381252,1.706488848,1.219428897,1.366409659,2.097021103,0.439208984,0.461809367,0.424316406,0.434522897,0.502898276,0.472777992,1.014237523,0.359423846,0.258081108,1.037110925
334,334,0.530772388,0.772281647,0.658045352,1.153961658,1.924193025,0.395507813,0.402072072,0.408203125,0.490311593,0.498563647,0.159170419,0.327678442,0.356282383,0.889010191,1.095838189
335,335,1.0998348,1.382426381,0.729895413,2.391243458,0.307557076,0.537109375,0.437596709,0.425537109,0.605140567,0.510371327,0.396597177,0.868304014,0.925235093,0.594289005,0.233396456
336,336,4.402950764,3.41370368,2.557601929,4.331384182,3.62600708,0.291503906,0.253816992,0.451904297,0.25699532,0.504985631,2.597159863,1.594385862,1.323891759,1.49356854,1.222346187
337,337,1.688076377,1.479153872,0.875878513,1.915061593,2.910678864,0.453613281,0.411377132,0.343017578,0.418119371,0.509668231,1.530736923,1.048272491,0.425059348,1.726335645,2.032315254
338,338,3.33356452,1.397741199,0.518611252,0.429688543,1.656731606,0.322265625,0.315098077,0.229492188,0.459339768,0.498062789,2.077841043,1.028048992,0.595418155,0.444762439,0.57229054
339,339,1.823272109,0.497632712,0.551317632,1.065577745,2.150667906,0.353515625,0.32263276,0.322021484,0.353348911,0.500050068,1.464711547,0.616777778,0.35311529,1.209069371,3.11549592
340,340,0.779987276,0.593586922,0.75986439,1.258121729,0.961554348,0.396484375,0.412328094,0.538574219,0.437280238,0.502339125,0.331218809,0.214018553,0.396109015,1.237017035,0.349275082
341,341,1.179382443,1.896383286,1.01626873,1.317453742,1.156145692,0.406982422,0.381056905,0.455810547,0.371862292,0.497705638,1.569766879,1.683520794,1.481340885,1.359355807,2.094877481
342,342,0.792090535,1.505640268,0.815051973,0.749111176,3.093538046,0.311279297,0.262369782,0.457763672,0.423086733,0.495696187,0.166665807,1.873873472,0.44588986,0.256916016,3.392873764
343,343,1.402714133,0.931496739,0.57171756,2.360424042,0.623278916,0.336181641,0.364245683,0.391601563,0.305348247,0.502275705,0.803612053,0.088835493,0.407981366,0.829126477,0.31638968
344,344,1.056484222,1.401780367,0.847104669,1.999370575,0.998910844,0.328613281,0.316223353,0.521972656,0.335032403,0.499676704,0.482136995,1.428826213,0.599130213,0.896863163,0.820631266
345,345,1.07508409,0.879769325,0.616290689,1.312404513,0.828547955,0.33984375,0.318002731,0.35546875,0.342792779,0.499400616,0.546261966,0.236906439,0.448943406,0.628909528,0.185377926
346,346,0.81056273,3.33922267,5.387456417,1.232933402,1.148477197,0.413818359,0.408093214,0.787597656,0.469427109,0.497300714,1.263853431,2.171472311,0.718866885,1.389925599,1.314810395
347,347,5.67456913,7.284068584,6.381383419,5.875589848,6.211418152,0.372314453,0.382197499,0.490478516,0.335537374,0.502109528,4.095163822,1.490250111,0.148024455,2.615818501,0.594827533
348,348,0.39492318,1.916391373,1.62703979,1.463692188,1.247450113,0.378417969,0.372339398,0.546386719,0.397788376,0.502361,0.216798365,1.149661183,1.836456895,1.683988333,1.256314635
349,349,0.762684762,0.83674854,1.059847713,0.291330159,1.555736661,0.435546875,0.470833033,0.572265625,0.488279641,0.496102929,1.169718385,0.758488536,1.295565844,0.355433315,1.497868538
350,350,0.445944846,1.218448997,0.545048714,0.775242269,0.411830008,0.524902344,0.476167709,0.552246094,0.602606177,0.50143683,0.229144171,1.104026437,0.235186905,0.297143459,0.279664546
351,351,0.652594745,0.264001757,1.69629097,1.338531852,1.291010141,0.450439453,0.411143571,0.397216797,0.444807708,0.49554047,0.451776326,0.105325788,1.697798491,0.914262593,0.202346593
352,352,0.877131879,0.782856941,0.725612342,0.334148854,1.000276566,0.48046875,0.380457103,0.530761719,0.466691107,0.498792708,0.60718137,0.541572034,0.590257525,0.170378536,0.885568798
353,353,3.299538374,3.40731883,0.774973512,2.843584061,0.949619949,0.353759766,0.346217424,0.390869141,0.423875988,0.500716925,0.932511866,0.850011885,0.711833537,1.378794909,0.691121101
354,354,2.591464758,1.751449227,1.979052544,1.894641876,1.907395363,0.40625,0.40201813,0.447998047,0.372047454,0.496074289,2.071302414,1.174192071,1.091458321,0.526512563,0.994640887
355,355,2.06097436,1.619715929,2.989711523,2.62298584,2.456489801,0.274169922,0.264103442,0.663085938,0.261296242,0.49949792,1.243792534,0.26416117,1.063470721,1.251643062,2.086915493
356,356,1.222286701,0.777586579,0.957580209,1.642364502,1.177190661,0.474365234,0.503969193,0.581054688,0.573853135,0.495181888,1.48834753,0.487257063,0.912877977,1.128210068,1.342126131
357,357,2.106647253,1.884935737,3.126684904,1.616025329,1.421277046,0.508300781,0.461970627,0.612304688,0.399901122,0.507852674,0.854332924,0.6112203,0.241380483,0.924298882,0.516068101
358,358,2.004486084,2.031287193,1.730192184,1.675744414,1.502780795,0.428955078,0.441472501,0.569335938,0.424099058,0.505366683,0.115852416,0.321931899,0.505461395,0.755338371,0.448152632
359,359,3.379325867,3.031836271,5.628672123,2.46297574,6.039899349,0.464355469,0.425634056,0.623535156,0.440804631,0.494118124,2.007934332,1.89358592,0.850670278,2.512568235,3.624542952
360,360,0.405398458,2.16418767,1.66665554,0.22754693,1.748289943,0.500976563,0.443063796,0.402832031,0.541498959,0.498271823,0.163439602,1.239231348,1.379105091,0.097990043,1.268051505
361,361,0.915268123,3.807992697,0.870461464,0.8416031,0.585028172,0.443603516,0.445725501,0.368896484,0.534322083,0.496267974,0.464399666,1.922403812,0.312207788,0.347179592,0.101610169
362,362,1.741533875,2.993281126,2.658138752,2.376175642,1.627442002,0.324951172,0.278039396,0.520019531,0.241497904,0.50017333,0.796453774,1.404426575,0.835711181,1.199230433,0.708545208
363,363,2.514238119,5.302021027,1.657313228,3.739886045,4.773722172,0.487060547,0.478039265,0.535644531,0.43861869,0.489397973,1.557980776,0.7590397,1.586045265,1.733488202,1.625953913
364,364,1.274576068,3.60722971,2.472926378,0.900589287,1.589992881,0.603515625,0.592246115,0.673339844,0.474794656,0.487731278,1.111598849,4.184350967,1.655446172,0.919812799,2.131597519
365,365,1.960841537,2.248043299,3.651142836,1.890623093,2.618160725,0.375244141,0.334890902,0.630859375,0.291863441,0.502769828,1.020716667,1.25670135,1.244320035,0.838784814,1.857372522
366,366,3.70280385,3.01418376,5.062953472,3.978681564,3.143051863,0.302978516,0.474935442,0.557617188,0.430067867,0.496581703,2.036798239,2.154596806,1.341711879,2.544857502,2.316826582
367,367,1.071358085,2.186553717,1.355021834,1.230960846,2.705958128,0.390136719,0.387180328,0.544921875,0.452938735,0.50119406,0.497576147,1.194322944,0.974291861,0.546249032,2.812466621
368,368,1.153656006,2.996726751,4.12712431,1.27000308,1.838631868,0.476806641,0.513206899,0.476074219,0.423564821,0.505224168,0.318519056,1.041995764,2.948579788,0.897499502,1.004856467
369,369,0.245951161,0.899999559,0.927854717,0.961709917,0.758194029,0.421630859,0.437600613,0.503417969,0.375786543,0.499469578,0.076763824,1.374449492,1.203654289,1.321632504,0.450843215
370,370,2.784521103,2.851902962,4.962078094,3.3127563,4.748633385,0.585449219,0.468856245,0.371826172,0.498505473,0.502841949,1.215435028,1.483576298,1.97873795,1.701182246,0.643065095
371,371,2.433542728,2.166927338,1.092856765,4.393864155,1.934408426,0.341064453,0.321160734,0.508789063,0.292891085,0.498640478,2.089617252,1.977008462,1.274302006,1.683002472,2.666406155
372,372,0.596846223,0.200197682,1.139031529,0.752094626,0.622983575,0.551757813,0.551209331,0.487792969,0.541327298,0.505205691,0.45418328,0.074973591,1.992318511,0.732021689,0.474108666
373,373,3.2415483,3.786067247,3.484369755,4.122542381,3.344295979,0.502441406,0.474013984,0.5625,0.381246656,0.501851618,1.178017855,1.098088503,1.795782924,1.159930944,1.506675124
